"X.1" "X" "zona" "cÛdigo.x" "Freq.x" "personas" "comuna" "promedio_i" "aÒo" "ingresos_expandidos" "Freq.y" "p" "cÛdigo.y" "multipob" "est_ing" "ing_medio_zona" "identificador" "urb_rur" "multipob_2" "est_ing_2" "ing_medio_zona_2"
"7028" 7028 7028 4101051007 4101 906 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2336 0.0105675536294299 4101 "652538482.229423" 638615044.99886 "273379.72816732" "region_04" 1 652538482 638615045 273380
"7029" 7029 7029 4101051008 4101 1512 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4235 0.0191582147348612 4101 "1183005339.14452" 1074911405.31141 "253816.152375776" "region_04" 1 1183005339 1074911405 253816
"7030" 7030 7030 4101051009 4101 1366 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3882 0.0175613198584961 4101 "1084398282.5405" 969640291.857926 "249778.539891274" "region_04" 1 1084398283 969640292 249779
"7031" 7031 7031 4101051010 4101 1362 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3226 0.0145937191817384 4101 "901151174.517174" 966757309.400839 "299676.785307142" "region_04" 1 901151175 966757309 299677
"7032" 7032 7032 4101051011 4101 1137 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2966 0.013417535986682 4101 "828522747.556708" 804704024.69698 "271309.516081247" "region_04" 1 828522748 804704025 271310
"7033" 7033 7033 4101061001 4101 1710 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4424 0.0200132094420368 4101 "1235800618.74271" 1217793423.01696 "275269.761079784" "region_04" 1 1235800619 1217793423 275270
"7034" 7034 7034 4101061002 4101 1115 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3047 0.0137839622897573 4101 "851149295.95593" 788872175.116912 "258901.271781067" "region_04" 1 851149296 788872175 258901
"7035" 7035 7035 4101061003 4101 1259 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3472 0.0157065694355225 4101 "969868840.025923" 892543819.894163 "257069.072550162" "region_04" 1 969868840 892543820 257069
"7036" 7036 7036 4101061004 4101 2018 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5333 0.0241253268432148 4101 "1489720773.00065" 1440274408.21629 "270068.330811231" "region_04" 1 1489720773 1440274408 270068
"7037" 7037 7037 4101061005 4101 120 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 288 0.00130284907760095 4101 "80449949.8639015" 79075711.4011987 "274568.442365273" "region_04" 1 80449950 79075711 274568
"7038" 7038 7038 4101071001 4101 423 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 1056 0.00477711328453681 4101 "294983149.500972" 292947503.788857 "277412.408890963" "region_04" 1 294983150 292947504 277412
"7039" 7039 7039 4101091001 4101 436 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 1292 0.00584472572312648 4101 "360907413.97278" 302204432.58209 "233904.359583661" "region_04" 1 360907414 302204433 233904
"7040" 7040 7040 4101141001 4101 988 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2872 0.0129923005238539 4101 "802264777.809462" 697533917.020697 "242873.92653924" "region_04" 1 802264778 697533917 242874
"7041" 7041 7041 4101141002 4101 969 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2750 0.0124403991784813 4101 "768185285.158782" 683877822.997442 "248682.844726343" "region_04" 1 768185285 683877823 248683
"7042" 7042 7042 4101141003 4101 1664 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4706 0.021288915830521 4101 "1314574527.98445" 1184587703.70439 "251718.59407233" "region_04" 1 1314574528 1184587704 251719
"7043" 7043 7043 4101141004 4101 1342 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3750 0.016964180697929 4101 "1047525388.85288" 952343380.770965 "253958.234872257" "region_04" 1 1047525389 952343381 253958
"7044" 7044 7044 4101141005 4101 2226 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5866 0.0265365023930804 4101 "1638609048.2696" 1590646288.67639 "271163.704172586" "region_04" 1 1638609048 1590646289 271164
"7045" 7045 7045 4101141006 4101 849 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2114 0.00956327413211252 4101 "590524979.209332" 597688641.963571 "282728.780493647" "region_04" 1 590524979 597688642 282729
"7046" 7046 7046 4101151001 4101 1927 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4957 0.0224243849919024 4101 "1384688894.01167" 1374516626.69178 "277288.002156905" "region_04" 1 1384688894 1374516627 277288
"7047" 7047 7047 4101151002 4101 631 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 1602 0.00724709799415527 4101 "447502846.117952" 441439814.488129 "275555.439755386" "region_04" 1 447502846 441439814 275555
"7048" 7048 7048 4101151003 4101 742 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 1900 0.0085951848869507 4101 "530746197.018794" 520936954.720937 "274177.344589967" "region_04" 1 530746197 520936955 274177
"7049" 7049 7049 4101151004 4101 1010 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2649 0.011983497245017 4101 "739971934.685677" 713349206.507406 "269289.998681542" "region_04" 1 739971935 713349207 269290
"7050" 7050 7050 4101151005 4101 875 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2047 0.00926018077030952 4101 "571809192.261828" 616353645.077966 "301100.95020907" "region_04" 1 571809192 616353645 301101
"7051" 7051 7051 4101151006 4101 1265 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3173 0.0143539587612077 4101 "886346149.021387" 896865656.649976 "282655.422833273" "region_04" 1 886346149 896865657 282655
"7052" 7052 7052 4101161001 4101 2111 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5756 0.0260388864259412 4101 "1607881636.86325" 1507496748.08433 "261900.060473302" "region_04" 1 1607881637 1507496748 261900
"7053" 7053 7053 4101161002 4101 1316 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 3690 0.0166927538067622 4101 "1030764982.63124" 933607770.523504 "253010.235914229" "region_04" 1 1030764983 933607771 253010
"7054" 7054 7054 4101161003 4101 1044 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2952 0.0133542030454097 4101 "824611986.10499" 737797057.215403 "249931.252444242" "region_04" 1 824611986 737797057 249931
"7055" 7055 7055 4101161004 4101 1870 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5185 0.0234558071783365 4101 "1448378437.65392" 1333337813.91868 "257152.905288077" "region_04" 1 1448378438 1333337814 257153
"7056" 7056 7056 4101161005 4101 1760 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4746 0.021469867091299 4101 "1325748132.13221" 1253893540.75429 "264200.071798208" "region_04" 1 1325748132 1253893541 264200
"7057" 7057 7057 4101161006 4101 1594 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4464 0.0201941607028147 4101 "1246974222.89047" 1134069604.65941 "254047.850506141" "region_04" 1 1246974223 1134069605 254048
"7058" 7058 7058 4101161007 4101 2007 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5497 0.0248672270124042 4101 "1535532550.00648" 1432324645.50046 "260564.789066848" "region_04" 1 1535532550 1432324646 260565
"7059" 7059 7059 4101161008 4101 1557 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4352 0.0196874971726365 4101 "1215688131.27673" 1107373487.94193 "254451.628663128" "region_04" 1 1215688131 1107373488 254452
"7060" 7060 7060 4101161009 4101 1472 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4309 0.0194929745673003 4101 "1203676506.81789" 1046062134.18743 "242762.156924443" "region_04" 1 1203676507 1046062134 242762
"7061" 7061 7061 4101161010 4101 1590 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4752 0.0214970097804156 4101 "1327424172.75437" 1131183322.82173 "238043.628539926" "region_04" 1 1327424173 1131183323 238044
"7062" 7062 7062 4101171001 4101 960 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2644 0.0119608783374198 4101 "738575234.167207" 677409998.031691 "256206.504550564" "region_04" 1 738575234 677409998 256207
"7063" 7063 7063 4101171002 4101 1131 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 2927 0.0132411085074235 4101 "817628483.512638" 800385987.933647 "273449.261337085" "region_04" 1 817628484 800385988 273449
"7064" 7064 7064 4101171003 4101 1712 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 5093 0.0230396192785473 4101 "1422679148.11406" 1219237290.78258 "239394.716430901" "region_04" 1 1422679148 1219237291 239395
"7065" 7065 7065 4101171004 4101 1772 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4747 0.0214743908728184 4101 "1326027472.2359" 1262558612.1856 "265969.79401424" "region_04" 1 1326027472 1262558612 265970
"7066" 7066 7066 4101171005 4101 1747 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 4515 0.0204248735603065 4101 "1261220568.17887" 1244506830.89935 "275638.279268959" "region_04" 1 1261220568 1244506831 275638
"7067" 7067 7067 4101991999 4101 358 221054 "La Serena" "279340.103694102" 2017 "61749247281.9961" 796 0.0036009300894804 4101 "222354722.540505" 246726617.893748 "309958.062680588" "region_04" 1 222354723 246726618 309958
"7068" 7068 7068 4102011001 4102 2229 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 6389 0.0280551530320994 4102 "1719143161.80638" 1592815761.25644 "249305.957310445" "region_04" 1 1719143162 1592815761 249306
"7069" 7069 7069 4102011002 4102 938 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2328 0.0102226320642867 4102 "626414975.846808" 661602123.305341 "284193.351935284" "region_04" 1 626414976 661602123 284193
"7070" 7070 7070 4102021001 4102 1792 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4724 0.0207438633469459 4102 "1271127296.34894" 1277001274.53249 "270322.031018732" "region_04" 1 1271127296 1277001275 270322
"7071" 7071 7071 4102021002 4102 816 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2101 0.00922583761471918 4102 "565334134.129787" 574006541.554057 "273206.350097123" "region_04" 1 565334134 574006542 273206
"7072" 7072 7072 4102021003 4102 804 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2094 0.00919509945988671 4102 "563450583.944681" 565397211.296411 "270008.21933926" "region_04" 1 563450584 565397211 270008
"7073" 7073 7073 4102021004 4102 1718 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4472 0.0196372897729768 4102 "1203319489.68511" 1223568963.38666 "273606.655497912" "region_04" 1 1203319490 1223568963 273607
"7074" 7074 7074 4102021005 4102 892 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2188 0.00960786896763711 4102 "588743972.144681" 628560593.1172 "287276.322265631" "region_04" 1 588743972 628560593 287276
"7075" 7075 7075 4102021006 4102 1270 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3498 0.0153602950862864 4102 "941236935.357447" 900467312.507542 "257423.474130229" "region_04" 1 941236935 900467313 257423
"7076" 7076 7076 4102031001 4102 725 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2056 0.00902823519079612 4102 "553225597.225532" 508752848.219789 "247447.883375384" "region_04" 1 553225597 508752848 247448
"7077" 7077 7077 4102031002 4102 1207 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3483 0.0152944276116454 4102 "937200756.389362" 855094944.455098 "245505.295565632" "region_04" 1 937200756 855094944 245505
"7078" 7078 7078 4102031003 4102 796 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2188 0.00960786896763711 4102 "588743972.144681" 559658374.721683 "255785.363218319" "region_04" 1 588743972 559658375 255785
"7079" 7079 7079 4102031004 4102 892 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2324 0.0102050674043824 4102 "625338661.455319" 628560593.1172 "270464.971220826" "region_04" 1 625338661 628560593 270465
"7080" 7080 7080 4102041001 4102 821 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1800 0.00790409695692267 4102 "484341476.170213" 577594137.523129 "320885.631957294" "region_04" 1 484341476 577594138 320886
"7081" 7081 7081 4102041002 4102 784 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1873 0.00822465200017565 4102 "503984213.814893" 551051216.981472 "294207.80404777" "region_04" 1 503984214 551051217 294208
"7082" 7082 7082 4102051001 4102 2073 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4645 0.0203969613138366 4102 "1249870087.11702" 1480027278.25927 "318628.046988002" "region_04" 1 1249870087 1480027278 318628
"7083" 7083 7083 4102051002 4102 2150 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 5393 0.0236815527159355 4102 "1451140878.32553" 1535692268.73309 "284756.586080677" "region_04" 1 1451140878 1535692269 284757
"7084" 7084 7084 4102051003 4102 1708 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4578 0.02010275326044 4102 "1231841821.05957" 1216349566.83633 "265694.531855904" "region_04" 1 1231841821 1216349567 265695
"7085" 7085 7085 4102051004 4102 8 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 15 0.0000658674746410223 4102 "4036178.96808511" 3766892.60055753 "251126.173370502" "region_04" 1 4036179 3766893 251126
"7086" 7086 7086 4102051005 4102 1782 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4613 0.0202564440346024 4102 "1241259571.98511" 1269779807.23274 "275261.17650829" "region_04" 1 1241259572 1269779807 275261
"7087" 7087 7087 4102051006 4102 1630 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4305 0.0189039652219734 4102 "1158383363.84043" 1160048435.28652 "269465.374050294" "region_04" 1 1158383364 1160048435 269465
"7088" 7088 7088 4102051007 4102 1137 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2872 0.0126114258112677 4102 "772793733.089362" 804704024.69698 "280189.42364101" "region_04" 1 772793733 804704025 280189
"7089" 7089 7089 4102051008 4102 943 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2455 0.0107803100162473 4102 "660587957.776596" 665194523.421821 "270954.999357157" "region_04" 1 660587958 665194523 270955
"7090" 7090 7090 4102061001 4102 1626 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4034 0.0177139595134589 4102 "1085463063.81702" 1157161696.89988 "286852.180689113" "region_04" 1 1085463064 1157161697 286852
"7091" 7091 7091 4102061002 4102 2569 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 6820 0.0299477451367848 4102 "1835116037.48936" 1838794958.41697 "269618.029093397" "region_04" 1 1835116037 1838794958 269618
"7092" 7092 7092 4102061003 4102 112 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 309 0.00135686997760506 4102 "83145286.7425532" 73525310.3016208 "237945.988031135" "region_04" 1 83145287 73525310 237946
"7093" 7093 7093 4102061004 4102 1577 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4293 0.0188512712422606 4102 "1155154420.66596" 1121803264.80593 "261309.868345197" "region_04" 1 1155154421 1121803265 261310
"7094" 7094 7094 4102061005 4102 2316 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 6111 0.0268344091687525 4102 "1644339311.59787" 1655737944.89561 "270943.862689512" "region_04" 1 1644339312 1655737945 270944
"7095" 7095 7095 4102061006 4102 1711 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4633 0.0203442673341237 4102 "1246641143.94255" 1218515355.45292 "263007.847065167" "region_04" 1 1246641144 1218515355 263008
"7096" 7096 7096 4102081001 4102 1069 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2323 0.0102006762394063 4102 "625069582.857447" 755777916.091065 "325345.637576868" "region_04" 1 625069583 755777916 325346
"7097" 7097 7097 4102081002 4102 1221 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3139 0.0137838668598779 4102 "844637718.721276" 865176069.41167 "275621.557633536" "region_04" 1 844637719 865176069 275622
"7098" 7098 7098 4102091001 4102 566 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1423 0.00624862776094498 4102 "382898844.77234" 394959146.71976 "277553.86276863" "region_04" 1 382898845 394959147 277554
"7099" 7099 7099 4102091002 4102 1013 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2821 0.0123874763974883 4102 "759070724.597872" 715506078.438891 "253635.618021585" "region_04" 1 759070725 715506078 253636
"7100" 7100 7100 4102091003 4102 1138 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3087 0.0135555262811224 4102 "830645631.631915" 805423716.228461 "260908.233310159" "region_04" 1 830645632 805423716 260908
"7101" 7101 7101 4102091004 4102 984 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2580 0.0113292056382558 4102 "694222782.510638" 694658749.68554 "269247.577397496" "region_04" 1 694222783 694658750 269248
"7102" 7102 7102 4102091005 4102 1418 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3863 0.0169630703025513 4102 "1039450623.58085" 1007124868.73802 "260710.553646912" "region_04" 1 1039450624 1007124869 260711
"7103" 7103 7103 4102091006 4102 1245 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3170 0.013919992974136 4102 "852979155.255319" 882460178.016778 "278378.605052611" "region_04" 1 852979155 882460178 278379
"7104" 7104 7104 4102091007 4102 2397 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 6290 0.0276204276994687 4102 "1692504380.61702" 1714333191.15142 "272548.997003405" "region_04" 1 1692504381 1714333191 272549
"7105" 7105 7105 4102091008 4102 2138 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 5782 0.0253897158916261 4102 "1555812452.89787" 1527016387.11972 "264098.302857095" "region_04" 1 1555812453 1527016387 264098
"7106" 7106 7106 4102101001 4102 551 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1476 0.00648135950467659 4102 "397160010.459574" 384241589.866602 "260326.280397427" "region_04" 1 397160010 384241590 260326
"7107" 7107 7107 4102151001 4102 273 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 635 0.00278838975980328 4102 "170864909.648936" 186485128.90364 "293677.368352188" "region_04" 1 170864910 186485129 293677
"7108" 7108 7108 4102151002 4102 2029 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4917 0.0215913581873271 4102 "1323059465.7383" 1448224444.2934 "294534.155845718" "region_04" 1 1323059466 1448224444 294534
"7109" 7109 7109 4102161001 4102 689 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1762 0.00773723268783208 4102 "474116489.451064" 482961356.578566 "274098.386253443" "region_04" 1 474116489 482961357 274098
"7110" 7110 7110 4102171001 4102 1769 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4436 0.0194792078338383 4102 "1193632660.1617" 1260392307.10489 "284128.112512374" "region_04" 1 1193632660 1260392307 284128
"7111" 7111 7111 4102171002 4102 1777 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4198 0.0184341105695341 4102 "1129591953.86808" 1266169175.53411 "301612.476306363" "region_04" 1 1129591954 1266169176 301612
"7112" 7112 7112 4102171003 4102 1924 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4867 0.0213717999385237 4102 "1309605535.84468" 1372349121.53913 "281970.232492117" "region_04" 1 1309605536 1372349122 281970
"7113" 7113 7113 4102171004 4102 1219 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3319 0.0145742765555702 4102 "893071866.338298" 863735850.72147 "260239.786297521" "region_04" 1 893071866 863735851 260240
"7114" 7114 7114 4102171005 4102 2597 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 7283 0.0319808545207043 4102 "1959699428.30426" 1859060709.29869 "255260.292365604" "region_04" 1 1959699428 1859060709 255260
"7115" 7115 7115 4102171006 4102 1242 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3494 0.0153427304263821 4102 "940160620.965957" 880299515.975005 "251946.054944192" "region_04" 1 940160621 880299516 251946
"7116" 7116 7116 4102171007 4102 1184 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3000 0.0131734949282044 4102 "807235793.617021" 838535182.348584 "279511.727449528" "region_04" 1 807235794 838535182 279512
"7117" 7117 7117 4102181001 4102 1084 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2782 0.0122162209634216 4102 "748576659.280851" 766568197.728433 "275545.721685274" "region_04" 1 748576659 766568198 275546
"7118" 7118 7118 4102181002 4102 1496 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4114 0.0180652527115444 4102 "1106989351.64681" 1063371015.4336 "258476.182652796" "region_04" 1 1106989352 1063371015 258476
"7119" 7119 7119 4102181003 4102 1847 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4617 0.0202740086945066 4102 "1242335886.3766" 1316724111.06287 "285190.407421024" "region_04" 1 1242335886 1316724111 285190
"7120" 7120 7120 4102181004 4102 1808 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4475 0.019650463267905 4102 "1204126725.47872" 1288556182.82907 "287945.515715992" "region_04" 1 1204126725 1288556183 287946
"7121" 7121 7121 4102181005 4102 1636 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 4366 0.0191718262855135 4102 "1174797158.31064" 1164378636.17129 "266692.312453342" "region_04" 1 1174797158 1164378636 266692
"7122" 7122 7122 4102181006 4102 2922 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 7643 0.0335616739120889 4102 "2056567723.5383" 2094372233.86013 "274024.889946373" "region_04" 1 2056567724 2094372234 274025
"7123" 7123 7123 4102181007 4102 3043 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 8099 0.035564045141176 4102 "2179267564.16809" 2182016844.11201 "269418.05705791" "region_04" 1 2179267564 2182016844 269418
"7124" 7124 7124 4102181008 4102 1480 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 3770 0.0165546919597769 4102 "1014426313.97872" 1051831531.67935 "279000.406280995" "region_04" 1 1014426314 1051831532 279000
"7125" 7125 7125 4102181009 4102 858 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 2533 0.0111228208843806 4102 "681576088.410638" 604148984.039553 "238511.245179452" "region_04" 1 681576088 604148984 238511
"7126" 7126 7126 4102991999 4102 786 227730 "Coquimbo" "269078.59787234" 2017 "61277269093.4681" 1692 0.00742985113950731 4102 "455280987.6" 552485650.802096 "326528.162412586" "region_04" 1 455280988 552485651 326528
"7127" 7127 7127 4103011001 4103 1888 11044 "Andacollo" "258539.742857143" 2017 "2855312920.11429" 5554 0.502897500905469 4103 "1435929731.82857" 1346340778.05685 "242409.214630329" "region_04" 1 1435929732 1346340778 242409
"7128" 7128 7128 4103011002 4103 1507 11044 "Andacollo" "258539.742857143" 2017 "2855312920.11429" 4435 0.401575516117349 4103 "1146623759.57143" 1071304937.01148 "241556.919281056" "region_04" 1 1146623760 1071304937 241557
"7129" 7129 7129 4103991999 4103 8 11044 "Andacollo" "258539.742857143" 2017 "2855312920.11429" 19 0.00172039116262224 4103 "4912255.11428571" 3766892.60055753 "198257.505292502" "region_04" 1 4912255 3766893 198258
"7130" 7130 7130 4104011001 4104 387 4241 "La Higuera" "214257.019417476" 2017 "908664019.349515" 1251 0.294977599622731 4104 "268035531.291262" 267334297.406927 "213696.480740949" "region_04" 1 268035531 267334297 213696
"7131" 7131 7131 4104991999 4104 16 4241 "La Higuera" "214257.019417476" 2017 "908664019.349515" 42 0.00990332468757369 4104 "8998794.81553398" 8661830.63935379 "206234.062841757" "region_04" 1 8998795 8661831 206234
"7132" 7132 7132 4106011001 4106 1513 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 3918 0.141082424111483 4106 "995865613.76087" 1075632709.43541 "274536.168819655" "region_04" 1 995865614 1075632709 274536
"7133" 7133 7133 4106011002 4106 1141 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 3166 0.114003816931331 4106 "804724485.23913" 807582822.803469 "255079.855591746" "region_04" 1 804724485 807582823 255080
"7134" 7134 7134 4106021001 4106 1019 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 2810 0.101184689064132 4106 "714237461.630435" 719819993.555153 "256163.698774076" "region_04" 1 714237462 719819994 256164
"7135" 7135 7135 4106021002 4106 1321 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 3406 0.122645925605848 4106 "865726973.065217" 937210549.894637 "275164.577185742" "region_04" 1 865726973 937210550 275165
"7136" 7136 7136 4106031001 4106 941 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 2572 0.0926145979619027 4106 "653743327.869565" 663757542.079235 "258070.584012144" "region_04" 1 653743328 663757542 258071
"7137" 7137 7137 4106101001 4106 403 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 1113 0.0400777789780706 4106 "282899037.293478" 278713911.860372 "250416.812093775" "region_04" 1 282899037 278713912 250417
"7138" 7138 7138 4106991999 4106 5 27771 "VicuÒa" "254177.032608696" 2017 "7058750372.57609" 8 0.000288070289150553 4106 "2033416.26086956" 2056644.0799844 "257080.509998049" "region_04" 1 2033416 2056644 257081
"7139" 7139 7139 4201011001 4201 1273 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 3662 0.118711099585062 4201 "1033194159.91398" 902628360.365684 "246485.079291557" "region_04" 1 1033194160 902628360 246485
"7140" 7140 7140 4201011002 4201 862 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 2309 0.0748508817427386 4201 "651459671.010753" 607020459.678404 "262893.226365701" "region_04" 1 651459671 607020460 262893
"7141" 7141 7141 4201021001 4201 1065 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 2981 0.0966351141078838 4201 "841057288.55914" 752900729.181884 "252566.49754508" "region_04" 1 841057289 752900729 252566
"7142" 7142 7142 4201021002 4201 1484 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 3584 0.116182572614108 4201 "1011187293.5914" 1054716316.86983 "294284.686626628" "region_04" 1 1011187294 1054716317 294285
"7143" 7143 7143 4201021003 4201 966 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 2580 0.0836358921161826 4201 "727919424.516129" 681721819.855104 "264233.26350973" "region_04" 1 727919425 681721820 264233
"7144" 7144 7144 4201091001 4201 2104 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 5635 0.182669865145228 4201 "1589855022.15054" 1502436351.0189 "266625.794324561" "region_04" 1 1589855022 1502436351 266626
"7145" 7145 7145 4201991999 4201 155 30848 "Illapel" "282139.311827957" 2017 "8703433491.26882" 301 0.00975752074688797 4201 "84923932.8602151" 103464906.81557 "343737.231945416" "region_04" 1 84923933 103464907 343737
"7146" 7146 7146 4202121001 4202 760 9093 "Canela" "233397.321428571" 2017 "2122281843.75" 1918 0.210931485758276 4202 "447656062.5" 533840963.561554 "278332.097790174" "region_04" 1 447656062 533840964 278332
"7147" 7147 7147 4202991999 4202 12 9093 "Canela" "233397.321428571" 2017 "2122281843.75" 42 0.0046189376443418 4202 "9802687.5" 6173493.38652301 "146987.937774357" "region_04" 1 9802688 6173493 146988
"7148" 7148 7148 4203011001 4203 1403 21382 "Los Vilos" "285213.961538462" 2017 "6098444925.61539" 3090 0.144514077261248 4203 "881311141.153846" 996310919.913833 "322430.718418716" "region_04" 1 881311141 996310920 322431
"7149" 7149 7149 4203011002 4203 764 21382 "Los Vilos" "285213.961538462" 2017 "6098444925.61539" 1656 0.0774483210176784 4203 "472314320.307692" 536708955.19871 "324099.610627241" "region_04" 1 472314320 536708955 324100
